idx,start_sec,end_sec,text
2247,9270.030,9273.860,Es que sigue siendo capa. Es la misma.
2248,9274.620,9276.300,Es capas. Solamente que no
2249,9276.300,9278.600,"tenemos una capa de transformers paralelo,"
2250,9278.600,9280.800,sino es secuencia.
2251,9281.100,9281.700,Es secuencia.
2252,9282.340,9283.400,"Es una serie, prácticamente."
2253,9284.380,9289.720,"Entonces, en este caso no hablamos como de una capa densa de 10 neuronas,"
2254,9289.820,9294.540,sino es una capa transformada seguida con varias secuencias.
2255,9295.680,9297.220,Eso es lo que hace.
2256,9303.100,9305.620,"Entonces, el LLM."
2257,9312.590,9317.370,"Entonces, si no me equivoco, debe estar disponible para usted este LLM."
2258,9317.510,9319.870,"Sí, 02, el 0502."
2259,9319.870,9334.690,"Bien, entonces este modelo se implementó directamente con Keras TensorFlow, basando justamente en la estructura que propuso justamente el desarrollador Kumar."
2260,9335.370,9344.730,"Bien, ahí simplemente tomé como base y hice unas pequeñas modificaciones y cambié los datos que estaba trabajando."
2261,9344.730,9350.650,la implementación de él está creado en LLM para su currículo en realidad.
2262,9350.890,9356.070,"Tomó esa información del currículo, lo alimentó y trató de hacer unas consultas"
2263,9356.070,9360.310,"que algunos son relativamente bien, algunos son más o menos malas,"
2264,9360.450,9362.510,pero fue una ilustración.
2265,9362.510,9369.550,"De hecho, creo que este ejemplar de Kumar está colocado en el repositorio de Keiras."
2266,9370.150,9372.750,Ahí está dentro de todo ese conjunto de LLM.
2267,9372.750,9375.350,entonces este modelo
2268,9375.350,9377.370,como ya les comenté
2269,9377.370,9379.550,trabaja en TensorFlow con las capas
2270,9379.550,9381.330,y estas capas por supuesto
2271,9381.330,9382.710,tenemos que armar estas
2272,9382.710,9384.450,capas de transformer
2273,9384.450,9388.090,entonces ahí utilizamos capas de tensiones
2274,9388.090,9389.790,y ahí definimos prácticamente
2275,9389.790,9391.050,cada una de esas estructuras
2276,9391.050,9392.170,bien
2277,9392.170,9393.950,entonces
2278,9393.950,9396.070,aquí en este caso
2279,9396.070,9399.550,esta sección de crear secuencia de entrenamiento
2280,9399.550,9401.610,no es más que tomar fragmentos
2281,9401.610,9407.130,digamos de la longitud de la secuencia luego hacemos un desplazamiento para
2282,9407.130,9411.550,justamente predecir la siguiente palabra y asociadamente entonces eso es lo que
2283,9411.550,9417.370,hace esta función cortar esa secuencia quedando como nada más los tokens y esos
2284,9417.370,9422.010,tokens va a alimentar como la parte de entrada tabulada de esa forma y hacemos
2285,9422.010,9426.690,que la predicción sea como la etiqueta de salida y la siguiente palabra que
2286,9426.690,9430.430,queremos predecir entonces aquí está la secuencia de la entrada las etiquetas
2287,9431.190,9436.290,Vemos cuál sería la forma de la ventana de la información que nosotros quedamos como referencia.
2288,9436.950,9443.830,"Bien, entonces cortamos y nos quedamos como la última elemento como etiqueta para ese efecto."
2289,9443.830,9452.030,"Y agrupamos esa información para que haya justamente esa, como que los predictores y la salida, como esa forma."
2290,9452.330,9453.870,Así estamos en términos resumidos.
2291,9456.060,9461.080,"Ya que tenemos la parte como el diseño, ya los datos ya están más o menos preparados, en secuencias."
2292,9461.680,9467.260,Y aquí en este caso hacemos la capa del embedding.
2293,9467.500,9473.760,Recordemos que el transform está en una sección que se encarga del embedding del texto y está el embedding posicional.
2294,9473.760,9482.100,"Entonces, eso necesitamos codificarla y unirla mediante una secuencia de operaciones, incluyendo lo que es el residual."
2295,9482.100,9504.060,"Entonces, acá creamos una clase, en este caso una capa, donde tenemos la longitud máxima que nosotros consideramos como entrada, el tamaño de las palabras que nosotros consideramos como la dimensión de los toques que nosotros consideramos como representación."
2296,9504.060,9513.320,"Y aquí hacemos la reducción, digamos, la operación del embedding, tanto para las posiciones como lo que es las tokens."
2297,9513.560,9517.240,Entonces aquí entramos prácticamente las dos codificaciones.
2298,9517.700,9522.400,Codificación en este caso para el embedding de los tokens y este para el embedding posicional.
2299,9523.260,9529.160,Y aquí tenemos la función de cuando hacemos la evaluación del proceso de operaciones.
2300,9529.160,9540.280,"En este caso calculamos cuál sería la longitud de esa representación de entrada, en este caso el tamaño del vector, en este caso que lo tomamos como referencia."
2301,9540.960,9543.520,Y aquí tenemos lo que es el invari posicional.
2302,9543.960,9549.740,"Entonces el invari posicional es sencillo, es similar a lo que ustedes han visto de transformes simple,"
2303,9550.080,9555.620,"donde tenemos acá el rango que empieza del 1 hasta la longitud de esa secuencia,"
2304,9555.620,9561.120,de manera que cuando hacemos la codificación lo unificamos y en ese sentido lo que hace es
2305,9561.120,9566.120,resaltar los elementos que necesitamos tener como consideración. Eso es lo que hace adquirir
2306,9566.120,9572.380,"el embedding posicional. Entonces aquí hacemos la instancia, hacemos el posicionamiento,"
2307,9572.380,9577.900,"hacemos el embedding, luego hacemos el embedding de lo que es tokens y unificamos mediante suma"
2308,9577.900,9589.080,de residuales. Luego creamos aquí el bloque de transformer. Entonces aquí el bloque de transformer
2309,9589.080,9596.760,tomaría como la entrada del embedding cuál sería el número de cabezal utilizar bien la sección donde
2310,9596.760,9606.580,está la las capas densas después de haber aplicado el transforme de la capa multi head bien para
2311,9606.580,9612.760,justamente unificar mediante esa selección mediante el residual y luego ahí uno puede agregar un drop
2312,9612.760,9617.560,"si no queremos aplicar una regulación L1, L2 también es válido."
2313,9617.800,9623.520,Entonces en este caso lo tomé como referencia simple usando el dropout.
2314,9623.820,9627.720,"Bien, entonces aquí tenemos la capa de entrada de ese transformer,"
2315,9628.240,9632.320,"la capa de tensión, en este caso el número de cabezal que vamos a utilizar,"
2316,9632.560,9636.120,cuál sería la dimensión de acelerar la tensión
2317,9636.120,9639.440,"y luego de esa tensión tenemos esa representación,"
2318,9639.560,9641.700,aplicamos un dropout para esa representación.
2319,9641.700,9644.180,luego seguido una capa de normalización
2320,9644.180,9645.600,porque en teoría normalización
2321,9645.600,9647.700,es parte de esa estructura
2322,9647.700,9649.520,de ese transformer
2323,9649.520,9652.040,y luego hacemos esa suma de lo que es
2324,9652.040,9653.900,input con lo que representa la salida
2325,9653.900,9655.880,del dropout de haber aplicado
2326,9655.880,9656.540,esa tensión
2327,9656.540,9662.330,luego de eso se viene la secuencia
2328,9662.330,9663.270,lo que es la capa
2329,9663.270,9665.290,densa o digamos
2330,9665.290,9667.730,como capa perceptrona
2331,9667.730,9670.230,con función de activación relu
2332,9670.230,9672.850,donde tenemos esta secuencia de operaciones
2333,9672.850,9679.510,"lo evaluamos directamente, aplicamos otro paso de dropout y luego seguimos una capa de numeración de hora"
2334,9679.510,9685.430,y retornamos ese resultado dentro de ese objeto de transforme.
2335,9685.510,9688.050,Tenemos aquí la entrada y la salida. Así de sencillo.
2336,9688.690,9702.580,Luego la parte de la construcción. En este caso hay un conjunto de atributos o elementos que nosotros insertamos como evolución.
2337,9702.580,9724.480,"Tenemos la máxima cantidad de palabras a utilizar o tokens a utilizar será 1200, la secuencia máxima será 64, el embedding será 96, utilizamos dos heads para cada uno de los transformers y en este caso las capas densas las instanciamos con 384 y número de bloques transformers serían dos."
2338,9724.480,9731.680,"Así que un bloque de transformers, seguido de la otra, para efectos de tener esa extracción de características."
2339,9731.920,9733.480,Ponemos esa forma en mente de transformers.
2340,9734.140,9739.480,"Entonces, seguido con eso, ya tengo un dropout que está asignado para efectos de la capa de transformers."
2341,9740.520,9743.600,Y este sería como la composición de esa estructura.
2342,9743.820,9748.120,Entonces aquí tenemos la entrada de este serial de lo que es el LLM.
2343,9748.780,9751.880,El token posicional con lo que es la entrada.
2344,9751.880,9758.800,Entonces ahí tenemos justamente la evaluación de la entrada junto con este elemento de transformación.
2345,9759.400,9762.540,Luego aquí tenemos la secuencia de operaciones de transformer.
2346,9762.880,9769.380,"Entonces acá yo puedo utilizar un for simple, porque nosotros lo apilamos uno a seguir a la otra."
2347,9770.000,9776.160,"Entonces la evaluación tenemos con el kappa transformer, instanciamos con todas las entradas necesarias,"
2348,9776.160,9784.840,Evaluamos con el X y aquí en este caso hacemos un ciclo que pueda representar cuántos bloques de transforme queremos procesar.
2349,9788.030,9796.490,"Luego de eso, nosotros podemos, luego de eso de la parte de transforme, ahí entramos lo que es la sección de clasificador."
2350,9796.710,9804.030,"Entonces aquí podemos tener la capa densa, hacemos una reducción más o menos leve con función de activación RedLux y terminamos con Softmax."
2351,9804.030,9813.550,Entonces el SOSMAS justamente me permite cuál será la probabilidad que se le asigna a cada una de estas palabras que nosotros consideramos como dentro de esos diccionarios.
2352,9814.110,9816.730,Entonces ahí tenemos esa representación.
2353,9818.290,9829.810,"Y acá está la función que tenemos acá, es para efecto de generar, me anteno a consulta, yo le signo una pequeña elemento de término."
2354,9829.810,9837.750,"Entonces, él va a tratar como de inferir cuál sería la secuencia de palabras en la consulta."
2355,9837.850,9843.550,"Eso incluye colocar una temperatura, si no queremos, cuál sería el número de tokens que queremos que generemos."
2356,9843.810,9848.670,"Entonces, prácticamente en el fondo, no es más que es una secuencia de Ford,"
2357,9848.770,9851.810,donde tendríamos prácticamente el número de tokens que queremos generar.
2358,9852.270,9856.290,"Entonces, hacemos la parte de procesamiento de convertir texto a secuencia, por ejemplo."
2359,9856.290,9863.730,me quedo con el último elemento que sería para efecto de tener esa predicción secuencial.
2360,9864.270,9869.730,"Bien, entonces aquí hacemos un padding en caso de que si las cosas son mucho más largas,"
2361,9869.810,9870.630,lo truncamos.
2362,9871.210,9875.290,"Bien, y ahí en caso de que sea cortita, lo tenemos que rellenar con un padding"
2363,9875.290,9877.470,y hacemos la predicción.
2364,9877.830,9881.850,Entonces aquí predecimos en función lo que nosotros dejamos como la secuencia.
2365,9881.850,9884.730,y ahí nos quedamos con el último elemento
2366,9884.730,9886.290,que viene a partir de esa
2367,9886.290,9888.570,respuesta y esa respuesta
2368,9888.570,9890.810,nosotros lo afinamos aquí
2369,9890.810,9892.370,en función de cual será la
2370,9892.370,9894.590,palabra que nosotros queremos hacer como
2371,9894.590,9895.890,"predicción, que sea acá"
2372,9895.890,9898.670,"tengo la predicción, luego"
2373,9898.670,9900.690,hago la conversión
2374,9900.690,9902.590,"inversa, en este caso la conversión"
2375,9902.590,9904.550,"inversa utilizada logarítmica, porque en este caso"
2376,9904.550,9906.430,"el softmax es una exponencial, entonces"
2377,9906.430,9908.210,aplicamos la logarítmica
2378,9908.210,9911.010,para justamente llevar como la aproximación
2379,9911.010,9915.010,de los valores previamente hacer softmax y aquí hacemos la división
2380,9915.010,9918.810,"de la temperatura, luego dividimos todo por la expresión completa"
2381,9918.810,9922.970,para justamente racinar su distribución de probabilidad.
2382,9923.310,9927.010,"Entonces, aquí estamos haciendo el control, lo que es la parte de la temperatura"
2383,9927.010,9929.890,para efecto de poder indicar cuál sería
2384,9929.890,9934.850,la nueva suavizado de información
2385,9934.850,9938.670,"de esa distribución de las palabras. Luego, ahí en este caso"
2386,9938.670,9940.450,cómo seleccionamos las palabras
2387,9940.450,9941.790,probables.
2388,9942.730,9944.650,"Aún así, suavizando, lo más probable"
2389,9944.650,9946.870,"es que haya un solo que sea probable, el más grande."
2390,9947.550,9948.870,"Entonces, ellos dijeron,"
2391,9948.930,9950.910,"bueno, si nosotros queremos seleccionar"
2392,9950.910,9953.010,dentro de un conjunto de palabras
2393,9953.010,9954.730,dentro de una vecindad que sea
2394,9954.730,9956.430,"más probable, entonces"
2395,9956.430,9959.010,más probable puede ser el más grande
2396,9959.010,9961.270,"o si no, los vecinos que están cerca de los más grandes."
2397,9961.630,9963.250,"Entonces, uno puede utilizar"
2398,9963.250,9964.330,una función que se llama
2399,9964.330,9966.970,"busca aleatoria, así muestra"
2400,9966.970,9968.930,"aleatorio, más aleatorio de"
2401,9968.930,9971.550,"cuáles son las palabras, tengo una sección de posiciones"
2402,9971.550,9973.230,y esas posiciones yo tengo
2403,9973.230,9975.310,como las probabilidades de esas secciones
